===== Training started at 0 =====
Batch size: 2, LR: 5e-05, Epochs: 10
Steps per file: 50, Grad. accum: 4, Warmup rate: 0.1
Validation dataset loaded with 128 steps, using seed 42, max files 128, steps/file 1, batch size 8
Total validation batches: 16
Warmup steps: 3750, Total optimizer steps: 37500
[Epoch 1] step 9100 loss 0.0594 lr 0.000030
[Epoch 1] step 9200 loss 0.0204 lr 0.000031
[Epoch 1] step 9300 loss 0.0345 lr 0.000031
[Epoch 1] step 9400 loss 0.0221 lr 0.000031
[Epoch 1] step 9500 loss 0.1264 lr 0.000032
[Epoch 1] step 9600 loss 0.0057 lr 0.000032
[Epoch 1] step 9700 loss 0.0264 lr 0.000032
[Epoch 1] step 9800 loss 0.0567 lr 0.000033
[Epoch 1] step 9900 loss 0.0429 lr 0.000033
[Epoch 1] step 10000 loss 0.0460 lr 0.000033
[Epoch 1] step 10100 loss 0.0507 lr 0.000034
[Epoch 1] step 10200 loss 0.0334 lr 0.000034
[Epoch 1] step 10300 loss 0.0123 lr 0.000034
[Epoch 1] step 10400 loss 0.0328 lr 0.000035
[Epoch 1] step 10500 loss 0.1711 lr 0.000035
[Epoch 1] step 10600 loss 0.0204 lr 0.000035
[Epoch 1] step 10700 loss 0.0334 lr 0.000036
[Epoch 1] step 10800 loss 0.0170 lr 0.000036
[Epoch 1] step 10900 loss 0.0945 lr 0.000036
[Epoch 1] step 11000 loss 0.1350 lr 0.000037
[Epoch 1] step 11100 loss 0.0744 lr 0.000037
[Epoch 1] step 11200 loss 0.0275 lr 0.000037
[Epoch 1] step 11300 loss 0.0653 lr 0.000038
[Epoch 1] step 11400 loss 0.0193 lr 0.000038
[Epoch 1] step 11500 loss 0.0176 lr 0.000038
[Epoch 1] step 11600 loss 0.0534 lr 0.000039
[Epoch 1] step 11700 loss 0.0957 lr 0.000039
[Epoch 1] step 11800 loss 0.0264 lr 0.000039
[Epoch 1] step 11900 loss 0.0368 lr 0.000040
[Epoch 1] step 12000 loss 0.0675 lr 0.000040
[Epoch 1] step 12100 loss 0.1893 lr 0.000040
[Epoch 1] step 12200 loss 0.0292 lr 0.000041
[Epoch 1] step 12300 loss 0.0715 lr 0.000041
[Epoch 1] step 12400 loss 0.0233 lr 0.000041
[Epoch 1] step 12500 loss 0.0169 lr 0.000042
[Epoch 1] step 12600 loss 0.0172 lr 0.000042
[Epoch 1] step 12700 loss 0.0258 lr 0.000042
[Epoch 1] step 12800 loss 0.2475 lr 0.000043
[Epoch 1] step 12900 loss 0.0268 lr 0.000043
[Epoch 1] step 13000 loss 0.0510 lr 0.000043
[Epoch 1] step 13100 loss 0.0558 lr 0.000044
[Epoch 1] step 13200 loss 0.0603 lr 0.000044
[Epoch 1] step 13300 loss 0.0630 lr 0.000044
[Epoch 1] step 13400 loss 0.0120 lr 0.000045
[Epoch 1] step 13500 loss 0.0339 lr 0.000045
[Epoch 1] step 13600 loss 0.0547 lr 0.000045
[Epoch 1] step 13700 loss 0.0143 lr 0.000046
[Epoch 1] step 13800 loss 0.1381 lr 0.000046
[Epoch 1] step 13900 loss 0.0619 lr 0.000046
[Epoch 1] step 14000 loss 0.0765 lr 0.000047
[Epoch 1] step 14100 loss 0.0533 lr 0.000047
[Epoch 1] step 14200 loss 0.0440 lr 0.000047
[Epoch 1] step 14300 loss 0.0700 lr 0.000048
[Epoch 1] step 14400 loss 0.3117 lr 0.000048
[Epoch 1] step 14500 loss 0.0890 lr 0.000048
[Epoch 1] step 14600 loss 0.0533 lr 0.000049
[Epoch 1] step 14700 loss 0.0419 lr 0.000049
[Epoch 1] step 14800 loss 0.0243 lr 0.000049
[Epoch 1] step 14900 loss 0.1062 lr 0.000050
Epoch 1 avg loss 0.0835
[Epoch 2] step 0 loss 0.0347 lr 0.000050
[Epoch 2] step 100 loss 0.0396 lr 0.000050
[Epoch 2] step 200 loss 0.0498 lr 0.000050
[Epoch 2] step 300 loss 0.0047 lr 0.000050
[Epoch 2] step 400 loss 0.0457 lr 0.000050
[Epoch 2] step 500 loss 0.0742 lr 0.000050
[Epoch 2] step 600 loss 0.0396 lr 0.000050
[Epoch 2] step 700 loss 0.0098 lr 0.000050
[Epoch 2] step 800 loss 0.0444 lr 0.000050
[Epoch 2] step 900 loss 0.0432 lr 0.000050
[Epoch 2] step 1000 loss 0.0387 lr 0.000050
[Epoch 2] step 1100 loss 0.0730 lr 0.000050
[Epoch 2] step 1200 loss 0.0575 lr 0.000050
[Epoch 2] step 1300 loss 0.0457 lr 0.000050
[Epoch 2] step 1400 loss 0.0155 lr 0.000049
[Epoch 2] step 1500 loss 0.0745 lr 0.000049
[Epoch 2] step 1600 loss 0.0338 lr 0.000049
[Epoch 2] step 1700 loss 0.0368 lr 0.000049
[Epoch 2] step 1800 loss 0.0335 lr 0.000049
[Epoch 2] step 1900 loss 0.0769 lr 0.000049
[Epoch 2] step 2000 loss 0.0090 lr 0.000049
[Epoch 2] step 2100 loss 0.0533 lr 0.000049
[Epoch 2] step 2200 loss 0.0630 lr 0.000049
[Epoch 2] step 2300 loss 0.0880 lr 0.000049
[Epoch 2] step 2400 loss 0.0734 lr 0.000049
[Epoch 2] step 2500 loss 0.0294 lr 0.000049
[Epoch 2] step 2600 loss 0.1073 lr 0.000049
[Epoch 2] step 2700 loss 0.0715 lr 0.000049
[Epoch 2] step 2800 loss 0.0375 lr 0.000049
[Epoch 2] step 2900 loss 0.1193 lr 0.000049
[Epoch 2] step 3000 loss 0.1470 lr 0.000049
[Epoch 2] step 3100 loss 0.0956 lr 0.000049
[Epoch 2] step 3200 loss 0.0432 lr 0.000049
[Epoch 2] step 3300 loss 0.0531 lr 0.000049
[Epoch 2] step 3400 loss 0.0539 lr 0.000049
[Epoch 2] step 3500 loss 0.0692 lr 0.000049
[Epoch 2] step 3600 loss 0.1323 lr 0.000049
[Epoch 2] step 3700 loss 0.0859 lr 0.000049
[Epoch 2] step 3800 loss 0.0551 lr 0.000049
[Epoch 2] step 3900 loss 0.0889 lr 0.000049
[Epoch 2] step 4000 loss 0.0646 lr 0.000049
[Epoch 2] step 4100 loss 0.0701 lr 0.000048
[Epoch 2] step 4200 loss 0.1583 lr 0.000048
[Epoch 2] step 4300 loss 0.0373 lr 0.000048
[Epoch 2] step 4400 loss 0.0514 lr 0.000048
[Epoch 2] step 4500 loss 0.1971 lr 0.000048
[Epoch 2] step 4600 loss 0.0725 lr 0.000048
[Epoch 2] step 4700 loss 0.1682 lr 0.000048
[Epoch 2] step 4800 loss 0.1364 lr 0.000048
[Epoch 2] step 4900 loss 0.0791 lr 0.000048
[Validation] global_step 20000 loss 0.2439 accuracy 0.4102
Validation accuracy improved from 0.0000 to 0.4102, Validation loss improved from inf to 0.2439
[Epoch 2] step 5000 loss 0.0726 lr 0.000048
[Epoch 2] step 5100 loss 0.0563 lr 0.000048
[Epoch 2] step 5200 loss 0.0316 lr 0.000048
[Epoch 2] step 5300 loss 0.0623 lr 0.000048
[Epoch 2] step 5400 loss 0.0667 lr 0.000048
[Epoch 2] step 5500 loss 0.0447 lr 0.000048
[Epoch 2] step 5600 loss 0.0355 lr 0.000048
[Epoch 2] step 5700 loss 0.0720 lr 0.000048
[Epoch 2] step 5800 loss 0.1443 lr 0.000048
[Epoch 2] step 5900 loss 0.0497 lr 0.000048
[Epoch 2] step 6000 loss 0.0382 lr 0.000048
[Epoch 2] step 6100 loss 0.0253 lr 0.000048
[Epoch 2] step 6200 loss 0.0439 lr 0.000048
[Epoch 2] step 6300 loss 0.0285 lr 0.000048
[Epoch 2] step 6400 loss 0.0712 lr 0.000048
[Epoch 2] step 6500 loss 0.0506 lr 0.000048
[Epoch 2] step 6600 loss 0.1746 lr 0.000048
[Epoch 2] step 6700 loss 0.0412 lr 0.000048
[Epoch 2] step 6800 loss 0.0352 lr 0.000047
[Epoch 2] step 6900 loss 0.0433 lr 0.000047
[Epoch 2] step 7000 loss 0.0212 lr 0.000047
[Epoch 2] step 7100 loss 0.0839 lr 0.000047
[Epoch 2] step 7200 loss 0.0871 lr 0.000047
[Epoch 2] step 7300 loss 0.0819 lr 0.000047
[Epoch 2] step 7400 loss 0.0373 lr 0.000047
[Epoch 2] step 7500 loss 0.1759 lr 0.000047
[Epoch 2] step 7600 loss 0.0550 lr 0.000047
[Epoch 2] step 7700 loss 0.0307 lr 0.000047
[Epoch 2] step 7800 loss 0.0263 lr 0.000047
[Epoch 2] step 7900 loss 0.0188 lr 0.000047
[Epoch 2] step 8000 loss 0.0456 lr 0.000047
[Epoch 2] step 8100 loss 0.1381 lr 0.000047
[Epoch 2] step 8200 loss 0.2071 lr 0.000047
[Epoch 2] step 8300 loss 0.1388 lr 0.000047
[Epoch 2] step 8400 loss 0.1247 lr 0.000047
[Epoch 2] step 8500 loss 0.0396 lr 0.000047
[Epoch 2] step 8600 loss 0.0897 lr 0.000047
[Epoch 2] step 8700 loss 0.0344 lr 0.000047
[Epoch 2] step 8800 loss 0.2003 lr 0.000047
[Epoch 2] step 8900 loss 0.1238 lr 0.000047
[Epoch 2] step 9000 loss 0.0576 lr 0.000047
[Epoch 2] step 9100 loss 0.0557 lr 0.000047
[Epoch 2] step 9200 loss 0.0158 lr 0.000047
[Epoch 2] step 9300 loss 0.0515 lr 0.000047
[Epoch 2] step 9400 loss 0.0333 lr 0.000047
[Epoch 2] step 9500 loss 0.0494 lr 0.000046
[Epoch 2] step 9600 loss 0.0674 lr 0.000046
[Epoch 2] step 9700 loss 0.0437 lr 0.000046
[Epoch 2] step 9800 loss 0.2353 lr 0.000046
[Epoch 2] step 9900 loss 0.0715 lr 0.000046
[Validation] global_step 25000 loss 0.2814 accuracy 0.4414
Validation accuracy improved from 0.4102 to 0.4414
[Epoch 2] step 10000 loss 0.1438 lr 0.000046
[Epoch 2] step 10100 loss 0.0830 lr 0.000046
[Epoch 2] step 10200 loss 0.0877 lr 0.000046
[Epoch 2] step 10300 loss 0.1198 lr 0.000046
[Epoch 2] step 10400 loss 0.0760 lr 0.000046
[Epoch 2] step 10500 loss 0.0323 lr 0.000046
[Epoch 2] step 10600 loss 0.0333 lr 0.000046
[Epoch 2] step 10700 loss 0.0643 lr 0.000046
[Epoch 2] step 10800 loss 0.0218 lr 0.000046
[Epoch 2] step 10900 loss 0.0746 lr 0.000046
[Epoch 2] step 11000 loss 0.0397 lr 0.000046
[Epoch 2] step 11100 loss 0.0175 lr 0.000046
[Epoch 2] step 11200 loss 0.0847 lr 0.000046
[Epoch 2] step 11300 loss 0.0611 lr 0.000046
[Epoch 2] step 11400 loss 0.0729 lr 0.000046
[Epoch 2] step 11500 loss 0.0500 lr 0.000046
[Epoch 2] step 11600 loss 0.0716 lr 0.000046
[Epoch 2] step 11700 loss 0.0631 lr 0.000046
[Epoch 2] step 11800 loss 0.0641 lr 0.000046
[Epoch 2] step 11900 loss 0.0356 lr 0.000046
[Epoch 2] step 12000 loss 0.0370 lr 0.000046
[Epoch 2] step 12100 loss 0.0359 lr 0.000046
[Epoch 2] step 12200 loss 0.1066 lr 0.000045
[Epoch 2] step 12300 loss 0.0524 lr 0.000045
[Epoch 2] step 12400 loss 0.0682 lr 0.000045
[Epoch 2] step 12500 loss 0.0815 lr 0.000045
[Epoch 2] step 12600 loss 0.1202 lr 0.000045
[Epoch 2] step 12700 loss 0.1391 lr 0.000045
[Epoch 2] step 12800 loss 0.1184 lr 0.000045
[Epoch 2] step 12900 loss 0.0323 lr 0.000045
[Epoch 2] step 13000 loss 0.0805 lr 0.000045
[Epoch 2] step 13100 loss 0.0743 lr 0.000045
[Epoch 2] step 13200 loss 0.0855 lr 0.000045
[Epoch 2] step 13300 loss 0.0608 lr 0.000045
[Epoch 2] step 13400 loss 0.0626 lr 0.000045
[Epoch 2] step 13500 loss 0.0285 lr 0.000045
[Epoch 2] step 13600 loss 0.0657 lr 0.000045
[Epoch 2] step 13700 loss 0.1007 lr 0.000045
[Epoch 2] step 13800 loss 0.1248 lr 0.000045
[Epoch 2] step 13900 loss 0.0922 lr 0.000045
[Epoch 2] step 14000 loss 0.1525 lr 0.000045
[Epoch 2] step 14100 loss 0.0617 lr 0.000045
[Epoch 2] step 14200 loss 0.0814 lr 0.000045
[Epoch 2] step 14300 loss 0.1595 lr 0.000045
[Epoch 2] step 14400 loss 0.1067 lr 0.000045
[Epoch 2] step 14500 loss 0.0530 lr 0.000045
[Epoch 2] step 14600 loss 0.1066 lr 0.000045
[Epoch 2] step 14700 loss 0.0596 lr 0.000045
[Epoch 2] step 14800 loss 0.0219 lr 0.000045
[Epoch 2] step 14900 loss 0.0584 lr 0.000044
[Validation] global_step 30000 loss 0.2786 accuracy 0.4531
Validation accuracy improved from 0.4414 to 0.4531
Epoch 2 avg loss 0.0698
[Epoch 3] step 0 loss 0.2204 lr 0.000044
[Epoch 3] step 100 loss 0.0608 lr 0.000044
[Epoch 3] step 200 loss 0.0606 lr 0.000044
[Epoch 3] step 300 loss 0.0575 lr 0.000044
[Epoch 3] step 400 loss 0.0389 lr 0.000044
[Epoch 3] step 500 loss 0.0348 lr 0.000044
[Epoch 3] step 600 loss 0.1227 lr 0.000044
[Epoch 3] step 700 loss 0.0391 lr 0.000044
[Epoch 3] step 800 loss 0.0685 lr 0.000044
[Epoch 3] step 900 loss 0.0162 lr 0.000044
[Epoch 3] step 1000 loss 0.0886 lr 0.000044
[Epoch 3] step 1100 loss 0.0660 lr 0.000044
[Epoch 3] step 1200 loss 0.0442 lr 0.000044
[Epoch 3] step 1300 loss 0.1079 lr 0.000044
[Epoch 3] step 1400 loss 0.0753 lr 0.000044
[Epoch 3] step 1500 loss 0.0328 lr 0.000044
[Epoch 3] step 1600 loss 0.1020 lr 0.000044
[Epoch 3] step 1700 loss 0.0455 lr 0.000044
[Epoch 3] step 1800 loss 0.0372 lr 0.000044
[Epoch 3] step 1900 loss 0.0476 lr 0.000044
[Epoch 3] step 2000 loss 0.0918 lr 0.000044
[Epoch 3] step 2100 loss 0.0938 lr 0.000044
[Epoch 3] step 2200 loss 0.0326 lr 0.000044
[Epoch 3] step 2300 loss 0.1551 lr 0.000044
[Epoch 3] step 2400 loss 0.0112 lr 0.000044
[Epoch 3] step 2500 loss 0.0367 lr 0.000044
[Epoch 3] step 2600 loss 0.0431 lr 0.000043
[Epoch 3] step 2700 loss 0.0537 lr 0.000043
[Epoch 3] step 2800 loss 0.0301 lr 0.000043
[Epoch 3] step 2900 loss 0.0620 lr 0.000043
[Epoch 3] step 3000 loss 0.0512 lr 0.000043
[Epoch 3] step 3100 loss 0.0874 lr 0.000043
[Epoch 3] step 3200 loss 0.0598 lr 0.000043
[Epoch 3] step 3300 loss 0.0860 lr 0.000043
[Epoch 3] step 3400 loss 0.0542 lr 0.000043
[Epoch 3] step 3500 loss 0.0351 lr 0.000043
[Epoch 3] step 3600 loss 0.1747 lr 0.000043
[Epoch 3] step 3700 loss 0.0404 lr 0.000043
[Epoch 3] step 3800 loss 0.1841 lr 0.000043
[Epoch 3] step 3900 loss 0.0488 lr 0.000043
[Epoch 3] step 4000 loss 0.1605 lr 0.000043
[Epoch 3] step 4100 loss 0.0732 lr 0.000043
[Epoch 3] step 4200 loss 0.1377 lr 0.000043
[Epoch 3] step 4300 loss 0.0567 lr 0.000043
[Epoch 3] step 4400 loss 0.0827 lr 0.000043
[Epoch 3] step 4500 loss 0.0873 lr 0.000043
[Epoch 3] step 4600 loss 0.1368 lr 0.000043
[Epoch 3] step 4700 loss 0.0472 lr 0.000043
[Epoch 3] step 4800 loss 0.0167 lr 0.000043
[Epoch 3] step 4900 loss 0.0961 lr 0.000043
[Validation] global_step 35000 loss 0.2648 accuracy 0.3984
Validation metrics did not improve. Patience: 1/10
[Epoch 3] step 5000 loss 0.0820 lr 0.000043
[Epoch 3] step 5100 loss 0.1075 lr 0.000043
[Epoch 3] step 5200 loss 0.1505 lr 0.000043
[Epoch 3] step 5300 loss 0.2968 lr 0.000042
[Epoch 3] step 5400 loss 0.1019 lr 0.000042
[Epoch 3] step 5500 loss 0.1034 lr 0.000042
[Epoch 3] step 5600 loss 0.0686 lr 0.000042
[Epoch 3] step 5700 loss 0.0369 lr 0.000042
[Epoch 3] step 5800 loss 0.1257 lr 0.000042
[Epoch 3] step 5900 loss 0.0365 lr 0.000042
[Epoch 3] step 6000 loss 0.0761 lr 0.000042
[Epoch 3] step 6100 loss 0.0236 lr 0.000042
[Epoch 3] step 6200 loss 0.0779 lr 0.000042
[Epoch 3] step 6300 loss 0.1048 lr 0.000042
[Epoch 3] step 6400 loss 0.0632 lr 0.000042
[Epoch 3] step 6500 loss 0.0558 lr 0.000042
[Epoch 3] step 6600 loss 0.0729 lr 0.000042
[Epoch 3] step 6700 loss 0.0541 lr 0.000042
[Epoch 3] step 6800 loss 0.0939 lr 0.000042
[Epoch 3] step 6900 loss 0.0787 lr 0.000042
[Epoch 3] step 7000 loss 0.0345 lr 0.000042
[Epoch 3] step 7100 loss 0.1123 lr 0.000042
[Epoch 3] step 7200 loss 0.0987 lr 0.000042
[Epoch 3] step 7300 loss 0.0218 lr 0.000042
[Epoch 3] step 7400 loss 0.1006 lr 0.000042
[Epoch 3] step 7500 loss 0.0328 lr 0.000042
[Epoch 3] step 7600 loss 0.0246 lr 0.000042
[Epoch 3] step 7700 loss 0.0390 lr 0.000042
[Epoch 3] step 7800 loss 0.0220 lr 0.000042
[Epoch 3] step 7900 loss 0.0809 lr 0.000042
[Epoch 3] step 8000 loss 0.1371 lr 0.000041
[Epoch 3] step 8100 loss 0.0924 lr 0.000041
[Epoch 3] step 8200 loss 0.0985 lr 0.000041
[Epoch 3] step 8300 loss 0.0687 lr 0.000041
[Epoch 3] step 8400 loss 0.0743 lr 0.000041
[Epoch 3] step 8500 loss 0.0127 lr 0.000041
[Epoch 3] step 8600 loss 0.1113 lr 0.000041
[Epoch 3] step 8700 loss 0.0724 lr 0.000041
[Epoch 3] step 8800 loss 0.1643 lr 0.000041
[Epoch 3] step 8900 loss 0.0581 lr 0.000041
[Epoch 3] step 9000 loss 0.1837 lr 0.000041
[Epoch 3] step 9100 loss 0.1051 lr 0.000041
[Epoch 3] step 9200 loss 0.0435 lr 0.000041
[Epoch 3] step 9300 loss 0.0803 lr 0.000041
[Epoch 3] step 9400 loss 0.0475 lr 0.000041
[Epoch 3] step 9500 loss 0.0319 lr 0.000041
[Epoch 3] step 9600 loss 0.0464 lr 0.000041
[Epoch 3] step 9700 loss 0.0546 lr 0.000041
[Epoch 3] step 9800 loss 0.0304 lr 0.000041
[Epoch 3] step 9900 loss 0.1304 lr 0.000041
[Validation] global_step 40000 loss 0.2622 accuracy 0.4453
Validation metrics did not improve. Patience: 2/10
[Epoch 3] step 10000 loss 0.0417 lr 0.000041
[Epoch 3] step 10100 loss 0.1215 lr 0.000041
[Epoch 3] step 10200 loss 0.1908 lr 0.000041
[Epoch 3] step 10300 loss 0.0786 lr 0.000041
[Epoch 3] step 10400 loss 0.0603 lr 0.000041
[Epoch 3] step 10500 loss 0.0477 lr 0.000041
[Epoch 3] step 10600 loss 0.0991 lr 0.000041
[Epoch 3] step 10700 loss 0.0371 lr 0.000040
[Epoch 3] step 10800 loss 0.0764 lr 0.000040
[Epoch 3] step 10900 loss 0.0854 lr 0.000040
[Epoch 3] step 11000 loss 0.0291 lr 0.000040
[Epoch 3] step 11100 loss 0.0463 lr 0.000040
[Epoch 3] step 11200 loss 0.0528 lr 0.000040
[Epoch 3] step 11300 loss 0.0785 lr 0.000040
[Epoch 3] step 11400 loss 0.0269 lr 0.000040
[Epoch 3] step 11500 loss 0.1045 lr 0.000040
[Epoch 3] step 11600 loss 0.0528 lr 0.000040
[Epoch 3] step 11700 loss 0.1008 lr 0.000040
[Epoch 3] step 11800 loss 0.1296 lr 0.000040
[Epoch 3] step 11900 loss 0.0559 lr 0.000040
[Epoch 3] step 12000 loss 0.0744 lr 0.000040
[Epoch 3] step 12100 loss 0.0995 lr 0.000040
[Epoch 3] step 12200 loss 0.0592 lr 0.000040
[Epoch 3] step 12300 loss 0.1063 lr 0.000040
[Epoch 3] step 12400 loss 0.0321 lr 0.000040
[Epoch 3] step 12500 loss 0.0526 lr 0.000040
[Epoch 3] step 12600 loss 0.0424 lr 0.000040
[Epoch 3] step 12700 loss 0.0876 lr 0.000040
[Epoch 3] step 12800 loss 0.0968 lr 0.000040
[Epoch 3] step 12900 loss 0.0650 lr 0.000040
[Epoch 3] step 13000 loss 0.1126 lr 0.000040
[Epoch 3] step 13100 loss 0.0756 lr 0.000040
[Epoch 3] step 13200 loss 0.0635 lr 0.000040
[Epoch 3] step 13300 loss 0.0114 lr 0.000040
[Epoch 3] step 13400 loss 0.0541 lr 0.000039
[Epoch 3] step 13500 loss 0.0545 lr 0.000039
[Epoch 3] step 13600 loss 0.0895 lr 0.000039
[Epoch 3] step 13700 loss 0.0811 lr 0.000039
[Epoch 3] step 13800 loss 0.0438 lr 0.000039
[Epoch 3] step 13900 loss 0.1037 lr 0.000039
[Epoch 3] step 14000 loss 0.0568 lr 0.000039
[Epoch 3] step 14100 loss 0.0580 lr 0.000039
[Epoch 3] step 14200 loss 0.0507 lr 0.000039
[Epoch 3] step 14300 loss 0.0517 lr 0.000039
[Epoch 3] step 14400 loss 0.0752 lr 0.000039
[Epoch 3] step 14500 loss 0.0610 lr 0.000039
[Epoch 3] step 14600 loss 0.1154 lr 0.000039
[Epoch 3] step 14700 loss 0.0797 lr 0.000039
[Epoch 3] step 14800 loss 0.0924 lr 0.000039
[Epoch 3] step 14900 loss 0.0506 lr 0.000039
[Validation] global_step 45000 loss 0.2596 accuracy 0.4258
Validation metrics did not improve. Patience: 3/10
Epoch 3 avg loss 0.0737
[Epoch 4] step 0 loss 0.2159 lr 0.000039
[Epoch 4] step 100 loss 0.0275 lr 0.000039
[Epoch 4] step 200 loss 0.0123 lr 0.000039
[Epoch 4] step 300 loss 0.1802 lr 0.000039
[Epoch 4] step 400 loss 0.0836 lr 0.000039
[Epoch 4] step 500 loss 0.0701 lr 0.000039
[Epoch 4] step 600 loss 0.0830 lr 0.000039
[Epoch 4] step 700 loss 0.1202 lr 0.000039
[Epoch 4] step 800 loss 0.0230 lr 0.000039
[Epoch 4] step 900 loss 0.0353 lr 0.000039
[Epoch 4] step 1000 loss 0.0376 lr 0.000039
